CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,STATUS,Enrolled,Capacity,Reserved,Reserved Available,Unreserved,Unreserved Available,Low Cost Textbook,
"8782","BUSN 305","2","Introduction to Data Analytics","3","","Lec","TR","1930-2045","LUTR 123","Cheney, Lonnie","-3","Closed","27","24","","","","","",
"8758","BUSN 311","2","Marketing Management","3","","Lec","MWF","1000-1050","LUTR 137","Scrofani, Lydia","-7","Closed","32","25","","","","","",
"8762","BUSN 311","3","Marketing Management","3","","Lec","TR","1100-1215","LUTR 109","Kim, Dae-Hee","-5","Closed","30","25","","","","","",
"8766","BUSN 311","4","Marketing Management","3","","Lec","MWF","1300-1350","LUTR 142","Perry, George","-7","Closed","31","24","","","","","",
"8773","BUSN 317","1","Sales Skills","3","","Lec","MWF","1200-1250","FORBES 3012","Scrofani, Lydia","0","Closed","30","30","","","","","",
"8725","BUSN 323","1","Corporate Finance","3","","Lec","MWF","1300-1350","MCM 312","Bazzani, Phillip","-2","Closed","29","27","","","","","",
"8726","BUSN 323","2","Corporate Finance","3","","Lec","MWF","1000-1050","LUTR 123","Bazzani, Phillip","-13","Closed","40","27","","","","","",
"8779","BUSN 323","4","Corporate Finance","3","","Lec","MWF","1400-1450","MCM 312","Bazzani, Phillip","3","Open","24","27","","","","","",
"9254","BUSN 354","1","WI: Writing in Business","1","  WI","Ind","","","ARR ","Donaldson, William","-1","Closed","1","0","","","","","",
"9147","BUSN 395","1","SPC TP: Sports Management","3","","Lec","MWF","1200-1250","MCM 162","Perry, George","4","Open","21","25","","","","","",
"8763","BUSN 418","1","Strategic Management","3","","Lec","MWF","1300-1350","FORBES 2070C","Manspile, Randal","-4","Closed","22","18","","","","","",
"8764","BUSN 418","2","Strategic Management","3","","Lec","MWF","1400-1450","FORBES 2070C","Manspile, Randal","0","Closed","18","18","","","","","",
"8767","BUSN 418","3","Strategic Management","3","","Lec","MWF","1000-1050","LUTR 131","Perry, George","-1","Closed","19","18","","","","","",
"8768","BUSN 418","4","Strategic Management","3","","Lec","MWF","0900-0950","LUTR 131","Perry, George","5","Open","13","18","","","","","",
"9292","BUSN 442","1","IND ST:Lutr Bus Inst - Biotech","3","","Ind","","","ARR ","Donaldson, William","-1","Closed","1","0","","","","","",
"8765","BUSN 448","1","Enterprise Management","3","","Lec","MWF","1100-1150","LUTR 157","Manspile, Randal","13","Open","22","35","","","","","",
"9297","BUSN 480","1","Internship in Business","1 - 3","","Int","","","ARR ","Hettche, Matthew","-1","Closed","1","0","","","","","",
"9282","BUSN 499","1","IND ST: Regional Inefficiency","1","","Ind","","","ARR ","Donaldson, William","-1","Closed","1","0","","","","","",
"9194","CELL 231","1","Applied Music: Cello","1","","Lab","","","ARR ","Phillips, Rebecca","-1","Closed","1","0","","","","","",
"9195","CELL 333","1","Applied Music: Cello","2","","Lab","","","ARR ","Phillips, Rebecca","-1","Closed","1","0","","","","","",
"9196","CELL 431","1","Applied Music: Cello","1","","Lab","","","ARR ","Phillips, Rebecca","-1","Closed","1","0","","","","","",
"8280","CHEM 103","1R","Introductory Chemistry I","3","  AINW","Lec","MWF","1400-1450","FORBES 1022","Webb, Lisa","26","Open","69","95","","","","","",
"8281","CHEM 103L","1R","Introductory Chemistry Lab I","1","  AINW","Lab","M","0800-1050","FORBES 3009","Okumu, Antony","10","Open","14","24","","","","","",
"8282","CHEM 103L","2","Introductory Chemistry Lab I","1","  AINW","Lab","W","0800-1050","FORBES 3009","Okumu, Antony","4","Open","20","24","","","","","",
"8283","CHEM 103L","3R","Introductory Chemistry Lab I","1","  AINW","Lab","F","0800-1050","FORBES 3009","Okumu, Antony","6","Open","18","24","","","","","",
"8284","CHEM 110","1","Chemistry &amp; Society","3","  AINW","Lec","MWF","1300-1350","FORBES 2070D","Patterson, Joshua","33","Open","15","48","","","","","",
"8286","CHEM 121","1M","General Chemistry I","3","  AINW","Lec","MWF","1000-1050","FORBES 2070E","Thorsen, Amanda","5","Open","43","48","","","","","",
"8287","CHEM 121","2M","General Chemistry I","3","  AINW","Lec","MWF","1300-1350","FORBES 1022","Higgs, Andrew","22","Open","73","95","","","","","",
"8288","CHEM 121","3M","General Chemistry I","3","  AINW","Lec","MWF","0900-0950","FORBES 1022","Cole, Kathryn","10","Open","85","95","","","","","",
"8289","CHEM 121","4M","General Chemistry I","3","  AINW","Lec","MWF","1100-1150","FORBES 2070E","Thorsen, Amanda","4","Open","44","48","","","","","",
"8290","CHEM 121","5R","General Chemistry I","3","  AINW","Lec","MWF","1000-1050","MCM 114","Higgs, Andrew","6","Open","42","48","","","","","",
"8291","CHEM 121","6M","General Chemistry I","3","  AINW","Lec","TR","0930-1045","MCM 114","Cropley, Jessica","3","Open","45","48","","","","","",
"8301","CHEM 121L","10","General Chemistry Lab I","1","  AINW","Lab","M","1300-1650","FORBES 3009","Shima, Sumie; Freeman, Matthew","3","Open","21","24","","","","","",
"8302","CHEM 121L","11","General Chemistry Lab I","1","  AINW","Lab","R","1800-2150","FORBES 3009","Hahn, Insu","7","Open","17","24","","","","","",
"8303","CHEM 121L","12","General Chemistry Lab I","1","  AINW","Lab","W","1800-2150","FORBES 3002","Cropley, Jessica","2","Open","22","24","","","","","",
"8304","CHEM 121L","13M","General Chemistry Lab I","1","  AINW","Lab","W","1800-2150","FORBES 3009","Forte, Steven","1","Open","23","24","","","","","",
"8292","CHEM 121L","1F","General Chemistry Lab I","1","  AINW","Lab","M","1300-1650","FORBES 3002","Shima, Sumie; Sieck, Micah","1","Open","23","24","","","","","",
"8293","CHEM 121L","2F","General Chemistry Lab I","1","  AINW","Lab","T","1330-1720","FORBES 3002","Shima, Sumie; Sieck, Micah","1","Open","23","24","","","","","",
"8294","CHEM 121L","3","General Chemistry Lab I","1","  AINW","Lab","T","1330-1720","FORBES 3009","Shima, Sumie; Freeman, Matthew","4","Open","20","24","","","","","",
"8295","CHEM 121L","4","General Chemistry Lab I","1","  AINW","Lab","W","1300-1650","FORBES 3002","Abdel-Fattah, Tarek","0","Closed","24","24","","","","","",
"8296","CHEM 121L","5F","General Chemistry Lab I","1","  AINW","Lab","R","1330-1720","FORBES 3002","Shima, Sumie; Sieck, Micah","1","Open","23","24","","","","","",
"8297","CHEM 121L","6","General Chemistry Lab I","1","  AINW","Lab","R","1330-1720","FORBES 3009","Shima, Sumie; Freeman, Matthew","2","Open","22","24","","","","","",
"8298","CHEM 121L","7","General Chemistry Lab I","1","  AINW","Lab","M","1800-2150","FORBES 3002","Cropley, Jessica","1","Open","23","24","","","","","",
"8299","CHEM 121L","8F","General Chemistry Lab I","1","  AINW","Lab","M","1800-2150","FORBES 3009","Hahn, Insu","2","Open","22","24","","","","","",
"8300","CHEM 121L","9","General Chemistry Lab I","1","  AINW","Lab","T","1800-2150","FORBES 3002","Hahn, Insu","1","Open","23","24","","","","","",
"8308","CHEM 221","1","Organic Chemistry I","3","","Lec","MWF","0800-0850","FORBES 1022","Carney, Jeffrey","3","Open","88","91","","","","","",
"8309","CHEM 221","2","Organic Chemistry I","3","","Lec","MWF","1200-1250","FORBES 1022","Liskin, Dmitry","-4","Closed","95","91","","","","","",
"8310","CHEM 221L","1","Organic Chemistry Lab I","1","","Lab","T","0830-1220","FORBES 3052","Carney, Tiffany","1","Open","23","24","","","","","",
"8311","CHEM 221L","2","Organic Chemistry Lab I","1","","Lab","T","1800-2150","FORBES 3052","Cropley, Jessica","0","Closed","24","24","","","","","",
"8312","CHEM 221L","3","Organic Chemistry Lab I","1","","Lab","R","1800-2150","FORBES 3052","Carney, Tiffany","0","Closed","24","24","","","","","",
"8313","CHEM 221L","4","Organic Chemistry Lab I","1","","Lab","M","1300-1650","FORBES 3052","Liskin, Dmitry","2","Open","22","24","","","","","",
"8314","CHEM 221L","5","Organic Chemistry Lab I","1","","Lab","W","1300-1650","FORBES 3052","Liskin, Dmitry","6","Open","18","24","","","","","",
"8315","CHEM 221L","6","Organic Chemistry Lab I","1","","Lab","T","1330-1720","FORBES 3052","Higgs, Andrew","1","Open","23","24","","","","","",
"8316","CHEM 221L","7","Organic Chemistry Lab I","1","","Lab","R","1330-1720","FORBES 3052","Higgs, Andrew","1","Open","23","24","","","","","",
"8317","CHEM 221L","8","Organic Chemistry Lab I","1","","Lab","W","1800-2150","FORBES 3052","Liskin, Dmitry","3","Open","21","24","","","","","",
"9333","CHEM 221L","9","Organic Chemistry Lab I","1","","Lab","M","1800-2150","FORBES 3052","Bedford, John","18","Open","6","24","","","","","",
"9181","CHEM 242","1","General Chemistry II","3","  AINW","Lec","MWF","1100-1150","FORBES 2015","Shima, Sumie","33","Open","15","48","","","","","",
"9182","CHEM 242L","1","General Chemistry II Lab","1","  AINW","Lab","W","1300-1650","FORBES 3009","Shima, Sumie","8","Open","16","24","","","","","",
"8318","CHEM 341","1","Physical Chemistry I","3","","Lec","MWF","1100-1150","FORBES 2070C","Patterson, Joshua","14","Open","25","39","","","","","",
"8319","CHEM 391","1","WI: Investigating Chemical Lit","3","  WI","Lec","MWF","1200-1250","FORBES 2070C","Carney, Jeffrey","5","Open","14","19","","","","","",
"8320","CHEM 401","1","Inorganic Chemistry","3","","Lec","TR","1100-1215","FORBES 3048","Abdel-Fattah, Tarek","18","Open","6","24","","","","","",
"8321","CHEM 401L","1","Inorganic Chemistry Lab","1","","Lab","T","1330-1720","FORBES 3048","Abdel-Fattah, Tarek","19","Open","5","24","","","","","",
"8323","CHEM 445","1","Instrumental Analysis","3","","Lec","MWF","0900-0950","FORBES 3040","Quinlan, Ronald","10","Open","9","19","","","","","",
"8324","CHEM 445L","1","Instrumental Analysis Lab","1","","Lab","W","1300-1650","FORBES 3040","Quinlan, Ronald","10","Open","9","19","","","","","",
"8322","CHEM 465","1","Environmental Chemistry","3","","Lec","MWF","1000-1050","FORBES 2070D","Patterson, Joshua","27","Open","16","43","","","","","",
"9347","CHEM 499","1","IND ST: Hop Oil Analysis","2","","Ind","","","ARR ","Quinlan, Ronald","-1","Closed","1","0","","","","","",
"9348","CHEM 499","2","IND ST: Chai Tea Biochar","3","","Ind","","","ARR ","Abdel-Fattah, Tarek","-1","Closed","1","0","","","","","",
"9380","CHEM 499","3","IND ST: Interfacial Hydro-Bond","3","","Ind","","","ARR ","Patterson, Joshua","-1","Closed","1","0","","","","","",
"8326","CHEM 565","1","Environmental Chemistry","3","","Lec","MWF","1000-1050","FORBES 2070D","Patterson, Joshua","1","Open","4","5","","","","","",
"8954","CHIN 101","1R","Beginning Chinese I","3","","Lec","MWF","1000-1050","FORBES 2088","Smith, Jonathan","3","Open","16","19","","","","","",
"8955","CHIN 101","2R","Beginning Chinese I","3","","Lec","MWF","1100-1150","FORBES 2088","Smith, Jonathan","3","Open","16","19","","","","","",
"8956","CHIN 201","1R","Intermediate Chinese I","3","  LLFL","Lec","MWF","1300-1350","MCM 366","Smith, Jonathan","2","Open","21","23","","","","","",
"9279","CHIN 314","1","Business Chinese","3","  LLFL","Lec","MWF","0800-0850","MCM 200D","Smith, Jonathan","-8","Closed","8","0","","","","","Yes",
"8947","CHLF 201","1","Introduction to Child Life","3","","Lec","T","1800-2045","LUTR 347","McWilliams, Shannon","3","Open","32","35","","","","","",
"9301","CLAR 131","1","Applied Music: Clarinet","1","","Lab","","","ARR ","Byerly, Michael","-2","Closed","2","0","","","","","",
"9302","CLAR 133","1","Applied Music: Clarinet","2","","Lab","","","ARR ","Byerly, Michael","-1","Closed","1","0","","","","","",
"9204","CLAR 231","1","Applied Music: Clarinet","1","","Lab","","","ARR ","Byerly, Michael","-1","Closed","1","0","","","","","",
"9205","CLAR 333","1","Applied Music: Clarinet","2","","Lab","","","ARR ","Byerly, Michael","-1","Closed","1","0","","","","","",
"8957","CLST 201","1R","The Mythic Imagination","3","  AIWT","Lec","MWF","1400-1450","MCM 216","Padilla, Mark","3","Open","32","35","","","","","",
"8958","CLST 212","1M","Roman Culture","3","  AIWT","Lec","MWF","1100-1150","MCM 101","Pollio, David","0","Closed","95","95","","","","","",
"8959","CLST 307","1R","The Ancient World in Film","3","  AICE","Lec","MWF","1000-1050","MCM 164","Padilla, Mark","0","Closed","14","14","","","","","Yes",
"8960","CLST 318","1R","Leaders of Rome","3","  AIWT","Lec","MWF","1300-1350","MCM 160","Buszard, Bradley","1","Open","13","14","","","","","",
"8961","CLST 407","1","WI: The Ancient World in Film","3","  AICE  WI","Lec","MWF","1000-1050","MCM 164","Padilla, Mark","0","Closed","5","5","","","","","Yes",
"8001","COLL 140","1F","The Transitional Learner","2","","Lec","MW","1300-1350","MCM 262","Harrelson, Madison","-2","Closed","31","29","","","","","Yes",
"8002","COLL 140","2F","The Transitional Learner","2","","Lec","TR","1330-1420","FORBES 2070E","O&#39;Neill, Jessica","7","Open","22","29","","","","","Yes",
"8003","COLL 140","3F","The Transitional Learner","2","","Lec","MW","1730-1820","FORBES 2070A","Park, David","7","Open","22","29","","","","","Yes",
"8004","COLL 140","4F","The Transitional Learner","2","","Lec","MW","1100-1150","FORBES 3012","Sorlin, Alexander","1","Open","28","29","","","","","Yes",
"8005","COLL 150","1","The Intentional Learner","2","","Lec","MW","1400-1450","FORBES 2074","Biggio, Brian","1","Open","33","34","","","","","Yes",
"8008","COLL 277","1","Internship: Course for Career","1 - 3","","Pra","","","ARR ","Hobgood, Sarah; Staton, Logan","-16","Closed","16","0","","","","","Yes",
"8596","COMM 201","1","Public Speaking","3","","Lec","TR","1500-1615","LUTR 121","Girvan, Shawn","0","Closed","16","16","","","","","Yes",
"8597","COMM 201","2","Public Speaking","3","","Lec","TR","1630-1745","LUTR 121","Girvan, Shawn","0","Closed","16","16","","","","","Yes",
"9172","COMM 201","3","Public Speaking","3","","Lec","M","1930-2215","LUTR 137","Wroten, Amanda","1","Open","15","16","","","","","Yes",
"8598","COMM 201","3R","Public Speaking","3","","Lec","MWF","1300-1350","FORBES 2088","Robinson, Melanie","0","Closed","16","16","","","","","Yes",
"8599","COMM 201","4","Public Speaking","3","","Lec","MWF","1400-1450","FORBES 2088","Robinson, Melanie","0","Closed","16","16","","","","","Yes",
"8600","COMM 201","5C","Public Speaking","3","","Lec","W","1930-2215","LUTR 139","Wroten, Amanda","3","Open","13","16","","","","","Yes",
"8601","COMM 211","1","Interpersonal Communication","3","","Lec","TR","1330-1445","LUTR 121","Toh, Zena","3","Open","72","75","","","","","Yes",
"8602","COMM 222","1","Intro to Critical Media Studie","3","","Lec","MWF","1000-1050","FORBES 1022","Cummings, Kelsey","5","Open","70","75","","","","","",
"9206","COMM 239","1","Argumentation","3","  LLFR","Lec","TR","0930-1045","LUTR 131","Steiner, Mark","6","Open","13","19","","","","","",
"8603","COMM 239","1C","Argumentation","3","  LLFR","Lec","TR","1500-1615","LUTR 131","Steiner, Mark","3","Open","16","19","","","","","",
"8606","COMM 239","4","Argumentation","3","  LLFR","Lec","MW","1800-1915","FORBES 2070C","Kryscio, Kathryn","0","Closed","19","19","","","","","",
"8607","COMM 239","5M","Argumentation","3","  LLFR","Lec","MW","1930-2045","FORBES 2070C","Kryscio, Kathryn","2","Open","17","19","","","","","",
"8608","COMM 239","6","Argumentation","3","  LLFR","Lec","MW","1600-1715","LUTR 139","Riddick, Breonna","1","Open","18","19","","","","","",
"8609","COMM 239","7","Argumentation","3","  LLFR","Lec","MW","1800-1915","LUTR 139","Riddick, Breonna","2","Open","17","19","","","","","",
"9176","COMM 240","1","Intercultural Communication","3","  AIGM","Lec","TR","0930-1045","TFAC 204","Toh, Zena","0","Closed","19","19","","","","","Yes",
"9177","COMM 240","2","Intercultural Communication","3","  AIGM","Lec","TR","1100-1215","TFAC 204","Toh, Zena","0","Closed","19","19","","","","","Yes",
"8610","COMM 249","1","Introduction to Rhetoric","3","","Lec","MWF","0900-0950","LUTR 139","Connable, Sean","1","Open","21","22","","","","","",
"8611","COMM 249","2","Introduction to Rhetoric","3","","Lec","MWF","1000-1050","LUTR 139","Connable, Sean","0","Closed","19","19","","","","","",
"8612","COMM 249","3","Introduction to Rhetoric","3","","Lec","TR","1330-1445","FORBES 2014","Smith, James","5","Open","14","19","","","","","",
"8613","COMM 303","1","Rhetorical Theory","3","","Lec","MWF","1300-1350","LUTR 139","Connable, Sean","6","Open","13","19","","","","","Yes",
"8614","COMM 315","1","Historical Topics in Media","3","","Lec","MWF","1200-1250","LUTR 137","Cummings, Kelsey","-2","Closed","26","24","","","","","Yes",
"8615","COMM 320","1","Media Industries","3","","Lec","TR","1330-1445","FORBES 3012","Sarkissian, Raffi","0","Closed","24","24","","","","","Yes",
"8616","COMM 320","2","Media Industries","3","","Lec","TR","1630-1745","LUTR 142","Sarkissian, Raffi","5","Open","19","24","","","","","Yes",
"8617","COMM 321","1","WI: Communication and Film","3","  WI","Lec","TR","1100-1215","MCM 101","Sarkissian, Raffi","0","Closed","19","19","","","","","Yes",
"8618","COMM 323","1","Listening, Contempltn &amp; Dialog","3","","Lec","MWF","1400-1450","LUTR 139","Connable, Sean","2","Open","17","19","","","","","Yes",
"8619","COMM 325","1","Persuasion","3","","Lec","TR","1100-1215","LUTR 131","Steiner, Mark","1","Open","18","19","","","","","",
"8620","COMM 326","1","Media Audiences","3","","Lec","TR","1630-1745","LUTR 139","Meyer, Michaela","2","Open","22","24","","","","","Yes",
"8621","COMM 326","2","Media Audiences","3","","Lec","TR","1800-1915","LUTR 139","Meyer, Michaela","4","Open","20","24","","","","","Yes",
"8622","COMM 335","1","Rhetoric and Politics","3","","Lec","TR","1100-1215","FORBES 2014","Smith, James","0","Closed","19","19","","","","","Yes",
"8623","COMM 335","2","Rhetoric and Politics","3","","Lec","M","1930-2215","LUTR 139","Connelly, Christopher","8","Open","11","19","","","","","",
"8626","COMM 360","1","Health &amp; Medical Communication","3","","Lec","TR","0930-1045","LUTR 264","Veksler, Alice","-2","Closed","26","24","","","","","",
"8627","COMM 389","1","Relationships and Technology","3","","Lec","TR","1330-1445","LUTR 139","Roach&#233;, David","0","Closed","24","24","","","","","Yes",
"8628","COMM 389","2","Relationships and Technology","3","","Lec","TR","1500-1615","LUTR 139","Roach&#233;, David","8","Open","16","24","","","","","Yes",
"9150","COMM 395","1","SPC TP: Comm Intrper Dark Side","3","","Lec","MWF","1100-1150","LUTR 139","Lane, Brianna","1","Open","18","19","","","","","",
"9151","COMM 395","2","SPC TP: Comm Intrper Dark Side","3","","Lec","MWF","1200-1250","LUTR 139","Lane, Brianna","1","Open","18","19","","","","","",
"8629","COMM 402","1","Media Research Methods","3","","Lec","TR","0930-1045","LUTR 139","Stern, Danielle","7","Open","17","24","","","","","Yes",
"8630","COMM 402","2","Media Research Methods","3","","Lec","TR","1100-1215","LUTR 139","Stern, Danielle","9","Open","15","24","","","","","Yes",
"8631","COMM 403","1","Rhetorical Criticism","3","","Lec","TR","0930-1045","FORBES 2088","Smith, James","1","Open","18","19","","","","","Yes",
"8632","COMM 404","1","Quant Rrsch Mthds in Comm","3","","Lec","MWF","0900-0950","LUTR 109","Lane, Brianna","11","Open","8","19","","","","","Yes",
"8633","COMM 405","1","Qualitative Research Methods","3","","Lec","MWF","0900-0950","FORBES 2014","Manning, Linda","4","Open","20","24","","","","","",
"8635","COMM 452","1","WI: Sr Research in Comm","3","  WI","Lec","TR","0930-1045","TRIB 208","Manning, Linda","-18","Closed","18","0","","","","","",
"9213","COMM 491","1","Practicum in Communication","1 - 3","","Pra","","","ARR ","Roach&#233;, David","-6","Closed","6","0","","","","","",
"9370","COMM 499","1","IND ST: Contm Close Relatnship","3","","Ind","","","ARR ","Roach&#233;, David","-1","Closed","1","0","","","","","",
"9371","COMM 499","2","IND ST: Alumni Marketing","3","","Ind","","","ARR ","Veksler, Alice","-2","Closed","2","0","","","","","",
"9215","COMP 231","1","Applied Music: Composition","1","","Lab","","","ARR ","Rossum, Kelly","-1","Closed","1","0","","","","","",
"9216","COMP 231","2","Applied Music: Composition","1","","Lab","","","ARR ","Tfirn, Maxwell","-1","Closed","1","0","","","","","",
"9334","COMP 231","3","Applied Music: Composition","1","","Lab","","","ARR ","Kim, Seung-Hye","-2","Closed","2","0","","","","","",
"9217","COMP 331","1","Applied Music: Composition","1","","Lab","","","ARR ","Tfirn, Maxwell","-1","Closed","1","0","","","","","",
"9219","COND 533","1","Applied Music: Conducting","2","","Lab","","","ARR ","Irving, John","-2","Closed","2","0","","","","","",
"9220","COND 533","2","Applied Music: Conducting","2","","Lab","","","ARR ","Reimer, Mark","-1","Closed","1","0","","","","","",
"8847","CPEN 214","1","Digital Logic Design","3","","Lec","TR","1630-1745","LUTR 269","Keshtkar Vanashi, Hessam","5","Open","28","33","","","","","",
"8848","CPEN 214","2","Digital Logic Design","3","","Lec","TR","0930-1045","LUTR 347","Keshtkar Vanashi, Hessam","0","Closed","33","33","","","","","",
"8849","CPEN 371","1","WI: Computer Ethics","2","  WI","Lec","MW","1400-1450","LUTR 322","Riedl, Anton","0","Closed","19","19","","","","","Yes",
"8850","CPEN 371","2","WI: Computer Ethics","2","  WI","Lec","MW","1600-1650","LUTR 322","Valdez, Katherine","-2","Closed","21","19","","","","","Yes",
"8851","CPEN 371","3","WI: Computer Ethics","2","  WI","Lec","MW","1500-1550","LUTR 322","Valdez, Katherine","-1","Closed","20","19","","","","","Yes",
"8852","CPEN 431","1","Computer Engineering Design","3","","Lec","TR","1500-1615","LUTR 204","Wang, Dali","5","Open","13","18","","","","","Yes",
"8853","CPEN 497","1","WI: Computer Eng Capstn Dsgn 1","2","  WI","Lec","MWF","1300-1350","LUTR 322","Riedl, Anton; Ghaffari, Azad","3","Open","13","16","","","","","Yes",
"8854","CPEN 498","1","Computer Engineering Capstn 2","2","","Ind","MWF","1300-1350","LUTR 322","Riedl, Anton; Ghaffari, Azad","2","Open","1","3","","","","","Yes",
"8330","CPSC 110","1M","Introduction to Computing","3","  LLFR","Lec","MW","1800-1915","LUTR 258","Hawkins, Kenneth","0","Closed","48","48","","","","","",
"8331","CPSC 110","2C","Introduction to Computing","3","  LLFR","Lec","MW","1930-2045","LUTR 258","Hawkins, Kenneth","6","Open","42","48","","","","","",
"8333","CPSC 110","3M","Introduction to Computing","3","  LLFR","Lec","MW","2100-2215","LUTR 258","Hawkins, Kenneth","8","Open","40","48","","","","","",
"8334","CPSC 110","4M","Introduction to Computing","3","  LLFR","Lec","MWF","1500-1550","LUTR 258","Davis, Kimberly","3","Open","45","48","","","","","",
"8336","CPSC 110","6M","Introduction to Computing","3","  LLFR","Lec","MWF","1300-1350","LUTR 258","Davis, Kimberly","2","Open","46","48","","","","","",
"8426","CPSC 140","1","Intro-Comp Prog w/ Multimedia","3","  LLFR","Lec","MWF","0900-0950","LUTR 258","Belsky, Daniel","3","Open","25","28","","","","","",
"8431","CPSC 150","3M","Introduction to Programming","3","  LLFR","Lec","MWF","1000-1050","LUTR 121","Belsky, Daniel","15","Open","75","90","","","","","",
"8434","CPSC 150","6M","Introduction to Programming","3","  LLFR","Lec","MWF","1300-1350","LUTR 121","Belsky, Daniel","54","Open","36","90","","","","","",
"8436","CPSC 150L","2R","Intro to Programming Lab","1","","Lab","W","1800-1945","LUTR 236","Lu, Yan; Kropinski, Brett","4","Open","20","24","","","","","Yes",
"8437","CPSC 150L","3R","Intro to Programming Lab","1","","Lab","M","1800-1945","LUTR 236","Lu, Yan; Kropinski, Brett","3","Open","21","24","","","","","Yes",
"8438","CPSC 150L","4M","Intro to Programming Lab","1","","Lab","T","1800-1945","LUTR 323","Venturi, Gaelan","3","Open","21","24","","","","","Yes",
"8440","CPSC 150L","6R","Intro to Programming Lab","1","","Lab","T","2000-2145","LUTR 236","Lu, Yan; Luzier, Joshua","1","Open","23","24","","","","","Yes",
"8441","CPSC 150L","7M","Intro to Programming Lab","1","","Lab","R","1800-1945","LUTR 323","Lu, Yan; Luzier, Joshua","1","Open","23","24","","","","","Yes",
"8443","CPSC 215","2","Software Pkgs-Busn Applcations","3","","Lec","MW","1600-1715","LUTR 258","Wilde, Scott","0","Closed","27","27","","","","","",
"8444","CPSC 215","3","Software Pkgs-Busn Applcations","3","","Lec","MW","1800-1915","LUTR 109","Leybold, Alan","-2","Closed","29","27","","","","","",
"8445","CPSC 215","4","Software Pkgs-Busn Applcations","3","","Lec","MW","1930-2045","LUTR 109","Leybold, Alan","2","Open","25","27","","","","","",
"8446","CPSC 215","5","Software Pkgs-Busn Applcations","3","","Lec","MWF","1000-1050","LUTR 109","Davis, Kimberly","-2","Closed","29","27","","","","","",
"8448","CPSC 250","1","Progrmng for Data Manipulation","3","","Lec","TR","1630-1745","LUTR 236","Lu, Yan","3","Open","19","22","","","","","Yes",
"8449","CPSC 250","2","Progrmng for Data Manipulation","3","","Lec","TR","1500-1615","LUTR 236","Lu, Yan","2","Open","20","22","","","","","Yes",
"8450","CPSC 250","3","Progrmng for Data Manipulation","3","","Lec","MW","1600-1715","LUTR 236","Venturi, Gaelan","2","Open","20","22","","","","","Yes",
"9214","CPSC 250","4","Progrmng for Data Manipulation","3","","Lec","TR","1800-1915","LUTR 236","Conner, David","10","Open","12","22","","","","","Yes",
"8451","CPSC 250L","1","Prog for Data Manipulation Lab","1","","Lab","F","1300-1445","LUTR 236","Conner, David; Logan, Darryle","3","Open","19","22","","","","","Yes",
"8452","CPSC 250L","2","Prog for Data Manipulation Lab","1","","Lab","W","1600-1745","LUTR 323","Phadke, Abhishek","0","Closed","22","22","","","","","Yes",
"8453","CPSC 250L","3","Prog for Data Manipulation Lab","1","","Lab","W","1400-1545","LUTR 236","Conner, David; Kropinski, Brett","-4","Closed","26","22","","","","","Yes",
"8454","CPSC 255","1","Programming for Applications","3","","Lec","TR","0930-1045","LUTR 258","McElfresh, Scott","1","Open","23","24","","","","","Yes",
"8455","CPSC 255","2","Programming for Applications","3","","Lec","TR","1500-1615","LUTR 258","McElfresh, Scott","1","Open","23","24","","","","","Yes",
"8456","CPSC 255","3","Programming for Applications","3","","Lec","TR","1100-1215","LUTR 236","Siochi, Antonio","2","Open","22","24","","","","","Yes",
"8457","CPSC 256","1","C/C++ Prgm for Engr &amp; Scientis","3","","Lec","MWF","1100-1150","LUTR 236","Brash, Edward","-3","Closed","22","19","","","","","Yes",
"9257","CPSC 256","2","C/C++ Prgm for Engr &amp; Scientis","3","","Lec","MWF","1100-1150","LUTR 323","Doost Mohammadi, Farideh","3","Open","16","19","","","","","",
"8458","CPSC 270","1","Data and File Structures","3","","Lec","TR","1330-1445","LUTR 236","Siochi, Antonio","-7","Closed","31","24","","","","","",
"8460","CPSC 280","1","Intro to Software Engineering","3","","Lec","MWF","1100-1150","LUTR 258","Flores, Roberto","-1","Closed","29","28","","","","","",
"8461","CPSC 327","1","C++ Programming","3","","Lec","TR","1630-1745","LUTR 258","Perkins, Keith","6","Open","19","25","","","","","",
"8462","CPSC 327","2","C++ Programming","3","","Lec","TR","1330-1445","LUTR 258","Perkins, Keith","6","Open","19","25","","","","","",
"8463","CPSC 335","1","Data Communication Systems","3","","Lec","TR","0930-1045","LUTR 322","Phadke, Abhishek","-9","Closed","33","24","","","","","",
"8464","CPSC 336","1","Network Implementation &amp; Admin","3","","Lec","TR","1330-1445","LUTR 323","Kreider, Christopher","0","Closed","24","24","","","","","",
"8465","CPSC 336","2","Network Implementation &amp; Admin","3","","Lec","TR","1100-1215","LUTR 323","Kreider, Christopher","-1","Closed","25","24","","","","","",
"8466","CPSC 350","1","Information Systems Analysis","3","","Lec","TR","1100-1215","LUTR 258","Lapke, Michael","0","Closed","24","24","","","","","",
"8467","CPSC 350","2","Information Systems Analysis","3","","Lec","TR","1500-1615","LUTR 322","Lapke, Michael","1","Open","23","24","","","","","",
"8468","CPSC 360","1","Programming Language Concepts","3","","Lec","MWF","1000-1050","LUTR 258","Flores, Roberto","-11","Closed","39","28","","","","","",
